area;urbano;quartos;banheiros;vaga_estacionamento;andar;aceita_animais;mobiliada;condominio;aluguel;iptu;seguro
190;1;4;3;3;10;1;1;1384;4800;357;64
79;0;2;3;1;14;1;0;2500;3100;500;40
45;0;1;1;2;8;1;0;695;1800;170;23
73;0;3;2;2;17;1;0;570;2400;125;31
168;0;3;4;5;7;1;1;1610;3600;190;46
95;1;3;2;3;20;0;0;687;2500;41;32
180;0;2;2;1;4;1;0;170;2001;25;30
65;1;2;2;0;5;0;0;485;1390;87;21
110;0;4;2;0;0;1;0;0;1850;0;31
58;0;1;1;1;13;1;1;750;4700;200;60
15;1;1;1;0;0;1;0;45;665;0;9
213;1;4;3;5;0;1;0;0;3900;298;59
162;0;4;4;3;7;0;0;1500;5500;891;70
49;1;1;1;0;12;0;1;443;3800;89;49
32;0;1;1;0;2;1;0;0;1400;0;18
78;0;3;2;2;16;1;0;875;2300;229;31
240;1;4;4;2;0;1;0;0;5000;630;89
150;1;3;2;1;0;1;0;0;1320;167;20
60;0;2;1;1;2;1;0;275;1200;97;16
160;1;3;2;3;4;0;0;460;3500;177;47
74;1;2;2;2;7;1;0;1100;3400;163;44
280;1;4;4;8;0;1;0;0;7040;688;106
42;1;1;1;0;6;0;0;320;850;21;13
102;0;3;2;5;0;1;0;0;2975;103;53
123;0;3;2;2;11;1;0;1342;2174;283;28
50;1;2;1;1;0;1;0;0;1000;25;18
125;1;3;2;2;0;1;0;0;1700;5;26
240;0;3;2;4;0;1;0;0;5500;500;98
85;0;3;2;3;3;1;1;1100;1999;153;26
260;0;4;5;4;5;1;0;2405;15000;153;200
22;1;1;1;0;0;0;0;0;870;0;14
278;1;3;2;1;11;1;0;2640;7800;601;99
18;1;1;1;0;8;1;0;400;1130;30;15
196;0;3;4;1;11;1;0;1500;5500;500;71
26;0;1;1;0;3;1;0;200;3500;1;45
100;0;4;2;2;0;1;0;0;3500;42;53
460;0;4;3;6;8;1;0;4400;10000;1667;127
189;0;4;3;2;5;0;1;2300;6500;584;83
226;1;3;3;0;0;1;1;0;6000;34;91
418;0;2;4;3;17;0;0;5274;6875;117;88
660;1;5;5;4;0;1;0;1400;5000;1000;76
120;1;1;2;1;0;1;0;0;1112;0;17
70;1;2;1;1;1;1;0;484;1100;20;14
400;0;10;5;8;0;1;0;0;10900;1417;164
82;0;3;3;2;4;1;0;550;1500;153;20
210;0;3;4;4;11;1;1;2000;15000;1000;191
92;1;3;2;2;11;1;0;660;1900;105;25
64;1;3;1;0;3;0;0;215;1400;27;19
35;1;2;1;0;1;0;1;0;1350;0;20
120;0;2;2;2;0;1;0;0;2690;226;41
16;1;1;1;0;1;0;0;0;1200;59;16
60;0;2;1;0;2;1;0;300;950;0;14
223;1;3;5;2;2;1;0;1400;3300;290;42
50;0;1;1;0;0;0;0;0;800;0;13
30;1;1;1;0;5;1;0;400;940;35;14
111;0;2;2;1;14;0;0;1400;3500;175;45
290;1;4;3;2;1;0;1;2890;7150;862;91
80;0;3;1;1;1;1;0;380;1328;50;10
353;0;4;5;5;46;1;0;3000;10000;0;127
55;0;2;1;1;18;1;0;635;1990;80;26
49;0;2;1;1;1;1;0;263;1000;38;13
50;0;2;1;0;4;1;0;450;850;21;11
182;1;4;4;2;10;1;0;2965;6000;605;77
42;1;1;1;1;9;1;1;565;3800;24;49
500;0;5;7;5;22;1;0;5500;14000;2084;178
56;1;1;1;0;0;0;0;0;1200;48;19
170;0;3;2;1;9;1;0;2000;4600;384;60
160;1;3;3;2;8;1;0;2000;5000;570;64
70;0;1;1;2;0;1;0;0;1300;63;20
120;1;2;1;4;0;1;0;0;2400;59;37
65;1;2;1;1;3;1;1;550;1650;0;22
300;1;4;4;6;7;0;1;4000;5500;1180;70
140;0;3;2;2;8;1;1;1050;12000;209;153
108;1;2;3;2;0;1;0;450;2100;250;32
220;0;3;3;4;0;1;0;0;2500;2360;45
157;0;3;3;4;19;1;0;1300;4900;725;63
101;1;3;4;2;5;1;0;1300;3120;340;40
87;1;3;2;4;14;1;0;800;2000;67;26
123;0;3;2;2;13;1;0;834;2000;148;26
67;0;1;2;1;12;1;1;815;2479;117;32
200;0;3;3;8;0;1;0;0;4480;509;68
48;0;2;1;1;8;1;0;545;1720;0;22
51;0;2;1;1;2;1;0;260;700;27;10
54;0;2;1;1;5;0;0;245;1300;4;17
280;0;3;3;2;9;1;1;3000;5650;692;72
172;0;3;4;3;5;1;1;1650;7800;890;99
136;0;3;2;2;13;1;1;1259;15000;374;191
300;1;4;2;0;5;1;0;6000;15000;834;191
26;1;1;1;0;6;1;1;250;2300;42;30
52;1;1;1;0;2;1;0;477;1172;50;16
72;1;2;2;1;5;1;0;500;1200;5;16
240;0;3;3;1;8;1;1;2300;7000;417;91
100;1;3;2;6;0;1;0;0;7500;1000;113
145;0;3;3;2;4;0;0;4000;11960;0;155
60;0;2;2;2;0;1;0;165;1950;67;30
260;0;2;2;1;3;1;0;170;2000;25;30
28;0;1;1;0;0;0;1;550;1100;0;15
25;0;1;1;0;3;0;0;300;1000;0;13
45;0;2;1;1;9;1;0;300;1920;34;25
115;1;3;2;2;3;1;0;450;1950;133;26
48;1;2;1;0;4;1;0;468;800;28;12
150;0;3;3;8;0;1;0;0;8000;1084;121
160;1;4;3;2;0;1;0;0;3800;250;58
700;1;4;4;4;0;1;0;0;10000;21880;151
340;0;4;6;4;11;0;0;4800;7650;1667;97
25;0;1;1;0;3;1;0;561;1513;0;7
79;0;3;2;2;11;1;0;652;1290;90;17
35;1;1;1;1;2;1;0;530;1600;134;21
270;0;3;4;0;1;1;0;0;3500;165;45
156;0;3;4;3;7;0;0;1417;5000;500;64
50;0;1;1;1;8;1;1;600;2800;0;20
60;1;1;1;2;2;0;0;3398;1900;288;25
140;0;3;4;3;18;1;0;1100;4000;489;51
53;0;1;1;0;2;0;0;170;1680;68;22
200;0;4;4;4;0;1;0;0;4220;450;64
125;1;4;2;2;1;0;0;1100;2100;267;28
160;0;3;4;3;0;1;1;0;9350;0;141
300;0;4;5;3;9;1;0;1650;9500;459;121
175;1;3;3;2;4;1;1;400;3700;205;50
158;0;3;2;2;14;1;1;2000;8000;445;104
110;0;3;2;1;4;1;0;1200;2850;259;37
168;1;3;2;2;0;1;0;0;2500;152;38
120;1;3;1;2;0;0;0;0;3500;117;53
230;0;4;3;4;7;1;1;3100;15000;1500;200
255;0;3;4;2;10;1;1;2600;6000;500;77
23;1;1;1;1;26;1;0;472;2300;59;30
120;0;3;2;1;1;0;0;870;2500;160;32
45;1;1;1;2;8;1;0;695;1800;170;23
154;1;3;2;1;1;1;0;300;2000;159;27
50;1;1;1;1;13;0;1;0;4520;0;59
104;0;3;2;2;4;1;1;1549;7000;337;91
50;1;2;1;1;9;1;0;978;2430;124;31
75;1;2;2;1;6;1;0;383;1400;117;21
145;0;3;2;1;2;1;1;1017;2000;12;26
211;0;3;5;3;12;1;1;2500;7000;750;89
30;0;1;1;0;2;0;0;0;2060;0;27
170;0;4;3;1;10;0;0;1470;3700;0;47
86;0;2;2;1;4;1;0;690;1900;93;25
230;0;3;4;3;10;1;0;2000;3000;556;39
61;1;1;2;2;1;0;1;2200;4000;250;51
383;1;4;4;5;11;0;0;2189;3004;709;39
210;1;3;3;0;0;1;0;0;5500;734;83
60;1;2;2;1;14;0;1;916;5650;59;72
213;1;4;6;4;1;1;1;3200;8500;970;108
93;1;2;2;3;6;1;1;873;3900;224;57
50;0;1;1;1;20;0;1;781;5300;212;68
149;0;2;3;3;21;1;0;1603;4500;883;58
410;1;4;5;5;1;1;0;0;20000;0;254
40;0;1;1;1;14;1;1;474;3175;105;41
46;1;1;1;0;11;1;1;659;1500;101;20
378;1;4;4;8;0;1;1;0;10000;1334;151
60;0;2;2;2;11;1;1;760;3800;132;49
180;0;2;3;1;3;1;1;2500;8500;700;110
70;0;2;2;2;1;0;0;300;1450;94;20
68;1;2;1;1;9;1;0;0;2100;0;27
85;1;2;2;1;4;1;0;763;1800;78;24
140;1;4;2;2;2;1;0;450;2281;221;31
52;1;2;2;1;2;0;0;360;1650;86;22
63;1;2;2;0;7;0;1;400;2600;109;38
65;1;2;2;2;13;1;1;1084;3300;207;42
60;1;3;1;1;1;1;0;348;950;63;13
27;1;1;1;0;2;0;0;0;1167;334;16
260;1;4;4;3;11;0;0;3500;15000;1417;191
44;1;1;1;1;13;1;0;400;1200;0;16
170;0;3;3;2;0;1;0;0;4850;334;73
118;0;3;2;1;11;0;0;1116;4775;185;61
114;1;3;2;2;9;1;0;900;3780;100;48
154;1;4;2;2;2;1;0;1465;2800;305;38
108;0;3;1;1;3;0;1;2300;15000;334;194
147;0;3;2;2;4;1;1;1313;3600;414;46
365;0;3;4;3;15;1;0;3700;12000;1250;153
109;0;3;2;1;2;1;1;681;2423;193;36
148;1;3;3;2;3;1;1;284;2500;104;34
250;1;3;4;2;0;1;0;0;6000;75;91
79;0;2;1;1;3;0;0;245;1000;25;13
66;1;2;1;1;9;1;0;997;2400;179;31
54;0;1;1;1;6;0;0;0;1370;31;18
87;0;3;1;1;6;1;0;730;1200;64;16
640;1;4;4;4;12;1;1;5400;10200;1584;130
71;0;2;1;0;3;1;1;613;1040;0;14
35;1;1;1;1;6;0;1;886;1250;90;16
57;0;2;2;1;2;0;1;584;2300;50;30
38;1;1;1;0;8;0;0;480;1220;25;16
70;1;2;2;1;3;1;0;990;3700;122;48
350;1;2;4;8;0;0;0;0;3300;450;50
300;1;4;3;2;5;0;1;2500;12000;750;155
80;0;2;2;0;8;1;0;430;1320;121;20
160;0;3;3;1;4;1;0;1050;2900;317;38
117;0;3;2;2;10;1;0;1564;5500;167;81
112;1;3;2;2;3;1;1;800;4100;100;60
100;1;2;2;1;0;1;0;0;1870;0;29
160;0;4;2;1;2;1;0;1500;4230;0;55
68;1;2;1;0;3;1;0;270;700;19;11
530;0;4;4;4;4;0;0;3857;5000;1636;64
210;0;3;2;2;0;1;1;0;3500;101;53
33;1;1;1;0;8;0;1;600;3300;100;25
40;1;2;1;0;3;1;0;348;1100;0;14
200;1;5;5;8;0;1;0;0;6000;1017;99
58;1;2;1;2;10;1;0;383;1360;0;18
120;0;3;3;2;6;1;0;1800;3400;134;44
162;1;3;4;0;0;1;0;0;3200;267;49
301;1;4;5;4;3;1;1;4265;12500;1600;159
40;1;1;1;0;1;0;0;150;1800;38;23
45;1;1;1;0;5;1;0;750;1000;34;13
135;1;3;2;1;2;1;0;1940;3060;428;40
135;0;3;2;1;4;1;0;1378;3290;279;42
102;0;3;2;2;8;1;1;1125;5525;225;81
76;1;2;2;2;6;1;0;978;1400;123;18
180;1;4;1;1;13;1;0;2420;8500;400;108
72;0;2;2;1;0;1;0;0;1250;66;21
128;0;2;3;1;4;1;0;755;4339;85;55
60;1;3;2;0;2;1;0;350;2362;88;30
44;0;1;1;0;4;1;1;450;2500;30;32
189;1;3;3;1;12;1;0;2143;5800;371;74
450;1;6;2;8;0;1;0;0;4000;197;72
286;1;4;4;5;0;1;0;0;10800;1125;163
276;0;4;6;4;10;1;1;3450;4500;1713;58
60;1;1;2;1;9;0;1;844;3800;0;49
40;0;1;1;0;0;0;0;0;880;48;14
57;0;2;2;1;4;1;0;600;1800;0;24
45;1;1;1;1;3;1;0;521;600;38;8
42;1;1;1;1;12;0;1;712;3500;22;45
68;1;2;1;1;2;1;0;560;1100;42;15
120;1;3;2;1;4;1;0;1650;4800;355;62
360;0;4;4;2;4;1;0;3340;11050;0;141
140;1;2;1;0;0;1;0;0;1650;167;25
35;1;1;1;0;0;1;0;0;1100;30;14
16;0;1;1;0;1;0;0;0;910;0;12
110;0;3;1;1;13;1;0;780;1100;108;9
69;1;2;1;1;7;0;0;485;980;60;13
59;0;2;2;0;2;0;1;510;1400;112;19
336;0;4;4;6;0;1;0;0;7677;950;116
210;1;4;4;3;5;1;1;2800;5000;917;64
242;0;4;5;4;4;1;1;3270;12000;930;153
28;1;1;1;0;4;1;0;350;550;21;9
220;1;4;3;3;2;0;1;4208;9000;1203;115
62;1;3;2;1;1;0;0;485;1629;54;24
111;0;3;2;2;11;1;1;1100;3500;325;46
159;1;3;2;2;1;1;0;1000;2500;334;32
70;0;2;2;0;5;1;1;690;2250;100;29
150;0;3;2;2;2;1;0;1181;2000;384;26
50;1;1;1;1;17;1;1;776;4000;126;51
450;1;3;3;8;0;1;1;0;5015;400;76
64;0;2;1;1;2;1;0;252;850;78;12
600;0;5;7;5;0;1;0;0;5200;155;79
70;1;1;1;0;8;1;0;430;3200;109;41
76;1;3;2;0;6;1;0;1160;1240;95;16
280;1;3;3;4;0;1;0;0;6520;834;99
172;1;2;4;3;23;1;0;1400;11000;775;140
246;0;3;4;4;3;1;1;3800;12000;750;153
64;1;2;1;1;8;1;0;400;1500;101;20
30;1;1;1;0;2;0;0;0;550;0;8
80;1;3;2;1;0;1;0;0;2170;47;33
87;1;3;1;1;7;1;0;786;1800;159;24
50;1;1;1;1;7;1;0;250;800;0;12
50;0;1;1;0;6;1;0;400;800;20;12
30;1;1;1;0;0;0;0;0;1850;167;28
43;0;1;1;0;6;1;0;219;1472;42;6
300;1;3;4;0;0;1;1;0;10000;2000;151
58;1;1;2;1;10;0;0;850;750;40;10
30;0;1;1;1;14;0;0;1379;1660;18;22
54;1;2;1;0;2;0;0;571;1700;135;22
80;0;2;2;1;2;0;0;1050;3500;167;46
62;0;2;2;1;10;1;0;480;1600;9;24
66;0;2;2;0;3;1;0;550;1200;50;18
80;1;2;2;1;2;1;0;400;1500;36;20
560;1;4;4;7;2;1;0;8600;15000;5000;191
30;0;1;1;1;5;1;1;500;3900;84;50
50;0;1;1;0;0;1;0;0;1600;0;25
81;1;2;2;1;8;1;1;615;3500;225;46
218;0;4;4;4;3;0;0;2488;4930;1454;63
54;1;2;1;2;6;1;0;300;1200;46;16
60;0;2;1;0;0;0;0;0;1200;0;19
100;1;3;1;1;2;1;0;150;1200;0;16
156;0;2;3;2;8;1;1;2040;13590;292;173
300;1;3;4;3;1;1;1;3000;4000;0;51
39;1;1;1;1;3;0;1;680;2500;115;32
150;1;4;3;4;0;1;0;0;3000;500;46
140;0;2;3;4;10;1;1;2300;6170;417;79
240;1;4;4;3;1;1;0;2800;4200;792;54
70;0;2;1;0;0;1;0;0;1300;70;20
462;1;4;7;4;0;1;0;0;5000;590;76
67;1;3;1;1;1;0;0;351;890;40;12
100;1;2;1;0;0;1;0;0;1200;63;20
113;1;3;3;1;1;1;0;350;1100;88;15
99;0;3;2;1;3;1;0;390;2500;90;32
120;1;2;1;1;0;1;0;0;2100;175;32
110;1;3;2;3;0;1;0;0;2600;400;40
38;1;1;1;1;5;1;0;342;980;51;15
100;0;3;1;1;7;1;0;999;1090;94;14
135;0;4;2;2;7;1;0;1378;4200;468;55
130;1;3;2;1;10;1;1;1338;3250;450;42
80;0;3;2;1;1;1;0;305;1200;122;16
300;0;3;2;5;0;1;0;0;11500;2000;173
72;0;2;1;2;4;0;0;195;1300;97;18
70;0;3;2;2;3;1;0;1058;1659;44;22
395;1;4;4;3;16;1;1;2137;15000;834;191
540;0;6;8;3;0;1;0;0;15000;467;267
318;1;4;6;4;13;1;1;3450;10160;0;129
42;1;2;1;1;5;1;0;170;900;27;12
52;1;1;1;1;1;1;0;613;1400;22;19
167;1;3;2;1;7;1;0;1787;10850;532;138
50;0;1;1;0;6;0;0;467;1209;129;8
65;1;2;2;1;4;0;0;412;1000;45;13
140;1;4;4;3;5;1;0;1800;3600;583;46
92;0;3;1;1;3;1;0;340;1600;4;21
150;0;4;3;3;5;0;0;1200;3300;293;44
60;0;1;1;0;3;1;0;250;1300;75;17
308;0;4;5;6;18;1;1;2000;13500;173;180
159;1;2;3;1;8;0;1;1276;3230;49;41
240;1;3;5;4;0;1;0;0;7500;459;113
65;1;3;2;0;5;0;0;450;1690;86;25
200;0;3;2;2;0;1;0;0;5000;167;76
130;1;3;5;2;2;1;0;1170;3610;209;46
21;0;1;1;0;11;1;0;519;1200;0;16
68;0;2;1;1;5;1;0;525;1600;142;21
40;0;1;1;0;4;1;0;450;900;38;14
310;0;4;3;6;0;1;0;0;3100;187;51
103;1;2;1;1;4;0;0;635;1060;84;14
650;0;5;7;4;0;1;1;4100;15000;4241;229
30;1;1;1;0;5;0;1;380;500;10;7
155;1;4;5;3;5;0;0;1200;5000;593;67
107;0;2;2;1;0;1;0;400;2600;0;33
340;0;4;5;5;16;1;1;5200;12000;3400;153
70;1;3;1;0;3;0;0;275;1200;104;16
58;0;2;2;1;4;1;0;310;950;86;13
70;1;3;2;1;6;0;1;569;3300;159;42
240;1;3;3;0;0;1;0;300;4300;292;65
130;0;3;2;1;5;1;0;1300;2800;300;37
310;0;5;6;5;5;1;0;6900;10000;1834;127
60;0;1;1;1;10;1;0;731;1300;54;17
319;0;4;6;5;16;0;0;5000;10050;2900;128
81;1;2;1;0;2;1;0;350;1150;5;17
306;0;3;5;0;0;1;0;0;8000;0;132
113;1;2;2;1;6;1;0;1000;3000;50;39
280;1;3;4;2;3;0;0;4000;6000;1059;77
270;1;3;3;3;16;1;0;2800;13000;959;165
78;0;2;1;1;7;1;0;645;2000;35;26
60;1;1;2;1;0;1;0;0;1500;30;23
30;0;1;1;0;0;1;0;0;750;59;12
58;1;2;1;1;10;1;0;594;800;77;11
65;1;1;1;0;2;1;0;350;1800;30;24
58;1;1;1;1;1;0;0;580;1740;75;23
22;1;1;1;0;25;1;0;385;2100;40;27
32;0;1;1;1;13;0;1;811;3200;174;41
176;1;3;5;3;3;1;0;1350;5200;442;66
350;1;7;5;4;0;1;0;0;7500;357;123
260;0;4;4;2;5;1;1;2570;4400;584;56
100;0;2;1;0;0;1;0;0;2300;198;35
65;1;1;1;0;10;0;1;750;3500;142;46
600;1;7;6;1;12;0;1;1300;15000;1167;194
300;0;4;3;1;0;1;0;0;5000;367;77
430;0;4;3;4;0;1;0;0;8500;1427;128
260;0;5;5;4;20;0;0;4000;8000;2620;102
211;0;3;4;3;0;0;0;0;8400;292;138
103;0;3;2;1;9;0;0;885;1800;113;23
62;1;2;2;0;2;1;0;400;1556;100;23
80;1;2;2;1;1;1;1;1100;3499;205;46
60;0;1;1;1;0;0;0;0;1180;0;18
27;0;1;1;0;5;0;0;1404;3500;1;45
486;0;4;6;5;8;0;0;4614;4861;3772;62
40;1;1;1;1;12;1;1;480;1680;102;22
60;1;2;1;0;7;1;1;806;2800;97;37
64;1;2;2;0;10;1;0;665;2200;104;29
660;1;5;7;4;17;1;0;5381;10000;1100;127
62;1;3;2;1;5;1;0;487;2400;54;31
50;0;2;1;1;3;1;0;180;946;0;14
380;0;3;4;4;0;1;0;0;8000;952;121
134;0;3;3;2;7;0;0;1000;2500;177;32
74;1;2;2;0;4;1;1;1105;3600;210;46
68;0;2;2;1;5;1;1;1183;2500;207;34
33;1;1;1;0;2;1;0;470;1600;72;21
60;0;2;1;0;0;1;0;0;1100;0;17
50;1;1;1;1;25;0;1;707;3700;30;47
57;0;2;2;2;6;1;0;834;1630;189;21
39;0;1;1;1;4;1;0;529;995;49;13
45;1;1;1;1;1;0;0;30;760;0;12
221;1;3;2;2;7;1;0;1980;4500;200;58
140;1;3;2;0;8;1;1;2500;1799;375;23
650;1;5;4;2;9;1;0;5718;9000;1431;116
210;0;5;4;1;0;1;0;0;15000;1667;226
100;1;4;2;3;10;1;0;1027;2600;238;35
220;1;3;3;2;4;1;1;2500;9000;367;116
42;1;1;1;0;1;1;0;400;1150;27;15
98;1;3;2;0;7;1;0;891;3000;185;39
150;1;3;1;2;2;1;0;3290;5200;710;68
170;1;3;3;4;0;1;0;0;3500;222;53
60;1;2;1;0;0;1;0;1;1610;0;25
120;1;3;4;2;0;1;0;187;3450;149;52
142;1;2;3;2;18;1;0;1400;3550;492;45
90;0;2;2;1;18;0;0;500;2500;84;37
140;0;3;3;2;3;1;0;2400;6000;500;77
26;1;1;1;0;3;1;0;325;1200;26;16
20;1;1;1;0;0;0;0;0;790;0;11
24;1;1;1;1;0;0;0;0;550;0;9
140;0;3;2;0;5;1;0;350;2900;194;38
134;1;4;2;3;1;0;0;650;3000;313;40
400;1;5;4;2;12;1;0;2675;2000;832;26
18;0;1;1;0;3;1;0;628;650;49;9
62;1;1;1;1;8;1;0;1550;2800;182;37
192;1;3;3;3;16;1;1;1790;6500;630;83
80;1;3;2;1;6;1;0;850;1790;128;23
38;1;1;1;1;9;1;0;350;2900;42;43
112;0;2;3;2;10;1;0;442;1400;92;19
15;0;1;1;0;1;0;0;500;1100;0;15
29;1;1;1;0;5;1;0;257;1043;0;14
55;1;2;1;1;1;1;0;200;1050;0;14
88;0;3;1;2;5;1;0;1900;2500;84;32
100;1;4;1;0;0;1;0;0;1600;100;25
92;0;3;2;1;1;1;0;268;1800;141;24
154;0;4;2;2;2;1;0;1850;4250;313;55
240;0;4;3;3;6;1;0;2850;12000;700;153
28;1;1;1;0;1;1;1;0;1340;4;20
50;0;1;1;0;0;0;0;0;1250;34;19
180;1;3;3;2;4;1;0;2100;8000;413;102
35;0;1;1;0;3;0;0;150;850;0;11
64;1;2;1;1;2;1;0;0;3500;0;46
60;0;2;1;1;8;1;0;550;1310;5;17
239;1;4;4;3;0;1;1;0;5950;500;90
130;0;3;2;1;10;0;1;1100;2300;109;30
85;1;2;2;0;6;0;0;810;918;98;12
75;0;2;2;1;9;1;1;650;2000;310;26
90;0;2;2;1;0;1;0;0;1800;0;28
100;1;3;1;1;2;1;0;300;1500;85;20
70;1;2;2;1;1;0;0;670;1450;0;19
86;0;3;1;0;3;1;0;800;1258;80;17
29;0;1;1;0;2;1;0;484;1500;26;20
82;0;2;2;1;5;1;0;450;1700;67;25
55;1;2;1;1;5;1;0;640;1625;0;21
47;0;1;1;1;1;0;1;400;2200;0;33
33;0;1;1;0;15;0;0;550;4000;0;51
50;1;1;1;1;11;0;0;650;1800;130;23
159;1;4;2;0;3;1;0;2064;1900;634;25
62;0;3;2;1;4;0;0;230;1100;63;15
80;0;2;1;2;0;1;0;0;1569;0;24
170;1;3;4;3;21;1;0;1500;5000;450;64
68;1;2;2;1;1;1;0;400;1800;82;27
300;0;4;4;3;0;1;1;0;5080;284;77
50;0;2;1;1;2;1;0;100;1460;0;22
80;1;2;2;1;10;1;0;824;2000;279;26
40;1;2;1;1;3;1;0;300;820;32;12
270;0;3;4;2;6;1;0;2890;6500;100;83
75;0;3;1;1;1;1;0;360;1100;47;17
60;1;1;2;2;15;1;0;500;2800;17;41
300;0;4;5;4;1;1;0;3600;7500;1334;96
73;1;2;1;2;1;1;0;150;1200;62;16
85;0;2;1;1;1;1;0;230;1000;61;14
100;1;3;3;1;0;1;0;0;2400;0;37
49;1;1;1;0;7;1;0;310;680;21;10
35;1;1;1;0;5;1;1;420;1800;0;23
240;0;3;4;1;6;0;0;1700;14850;400;189
45;1;1;1;0;0;1;0;0;900;0;14
55;0;2;1;1;9;1;1;565;2800;0;36
305;0;4;3;4;6;1;1;3428;11000;2134;140
622;0;5;5;6;0;1;0;0;10000;924;164
55;1;2;1;1;2;0;0;250;1200;67;16
42;1;1;1;0;12;1;1;600;2300;167;30
132;0;3;3;2;2;1;0;0;1500;207;20
53;1;2;1;0;6;1;0;626;850;76;12
998;0;7;10;4;0;1;1;0;15000;5000;226
22;0;1;1;0;4;0;1;350;2410;0;31
35;1;1;1;0;12;1;0;350;850;60;11
189;1;4;2;2;4;1;0;1970;8000;559;102
375;1;4;5;3;0;1;1;0;9000;850;136
65;0;2;1;1;3;1;0;315;1400;47;18
462;1;4;6;4;0;1;1;0;8000;1081;121
150;1;2;1;0;1;1;0;180;2285;100;29
350;0;2;2;2;0;1;0;0;4300;150;65
260;1;4;5;4;15;1;1;3471;7500;0;96
61;1;1;1;0;0;1;0;80;1100;160;17
175;0;4;3;2;0;1;0;0;2890;0;44
70;0;2;1;0;0;1;1;270;1800;23;27
60;1;2;1;1;10;1;1;520;1500;80;20
296;1;6;4;8;0;1;0;0;5200;375;79
96;0;2;2;1;10;0;1;995;2900;109;38
150;0;4;2;3;2;1;0;3030;7377;800;94
375;0;4;4;3;0;1;0;0;6400;75;97
70;0;3;1;1;1;1;0;600;1500;17;20
127;1;4;3;2;4;1;0;1040;4930;472;63
67;0;2;2;2;3;0;0;850;2800;0;38
50;0;1;2;1;1;0;1;750;3300;214;42
56;1;2;1;0;4;1;0;502;1500;0;20
55;1;2;1;1;19;1;1;608;2100;84;27
34;1;1;1;0;0;0;0;0;900;46;14
68;0;2;1;0;4;0;0;498;930;48;12
80;1;2;1;0;4;0;0;400;1777;0;23
120;0;3;1;1;3;0;0;650;1800;80;23
50;1;1;1;1;10;0;0;718;1600;13;21
78;0;2;2;1;1;1;0;432;1200;127;16
90;0;2;2;1;9;1;0;880;3800;80;49
320;1;5;4;6;0;0;0;0;8000;584;132
560;0;5;6;4;14;1;0;2190;2633;1133;34
25;1;1;1;0;8;1;0;600;1850;25;24
37;0;1;1;0;3;1;0;270;650;23;10
95;1;3;1;0;16;1;0;1048;3600;283;47
130;1;3;3;2;7;1;0;1400;1650;414;21
270;0;5;4;6;0;1;0;0;3910;125;53
40;1;1;1;0;0;0;0;0;650;59;11
65;1;2;2;3;7;1;0;366;1450;110;20
45;0;1;1;0;22;0;0;350;1015;33;13
20;1;1;1;0;1;0;1;0;2060;0;27
720;1;4;5;5;17;1;0;6471;6500;3520;83
80;0;3;2;2;1;1;1;280;2500;126;34
90;0;2;1;0;1;1;0;0;1000;39;14
60;1;1;2;0;0;1;0;0;1062;1;16
45;0;1;1;1;4;0;1;1550;3400;198;46
100;1;1;2;0;0;0;0;4320;3100;0;40
553;0;4;6;3;3;0;0;2800;10870;1459;145
250;0;4;3;2;0;1;0;0;3900;475;59
92;1;3;2;3;17;1;0;643;3700;299;47
98;1;1;2;0;27;1;1;3177;15000;130;191
114;1;3;2;1;4;1;0;967;1400;176;18
27;1;1;1;1;6;0;1;650;1900;59;25
225;0;1;2;0;0;1;0;0;3500;218;63
30;0;1;1;0;3;1;0;380;1700;0;22
135;0;3;3;4;5;1;0;200;4000;0;59
150;1;4;3;4;0;0;0;750;4000;334;61
190;0;4;2;0;10;1;0;1000;5580;417;75
47;0;1;1;1;1;0;1;400;2200;0;33
120;0;3;1;1;0;1;0;0;1150;67;18
90;0;3;2;1;4;1;0;900;2066;92;27
350;1;4;5;2;0;0;1;0;7500;0;113
160;1;3;4;2;0;1;0;0;4300;209;65
150;0;3;2;0;5;1;0;1800;2500;200;33
35;1;1;1;0;3;1;0;790;2000;86;26
25;1;1;1;0;0;0;0;0;550;0;9
240;0;4;4;4;26;1;0;3250;13000;1121;165
150;1;4;2;2;13;0;0;1700;4400;37;56
20;1;1;1;0;0;1;0;0;700;0;10
85;1;3;2;1;4;1;0;690;1341;110;6
50;0;2;1;1;6;1;1;400;1900;0;15
197;1;3;3;2;8;1;0;4200;6000;1375;77
70;0;3;2;1;7;1;0;800;2800;67;36
220;0;3;2;2;8;1;0;1850;3500;265;46
270;0;4;3;2;3;1;0;1200;4800;241;64
100;1;3;2;2;2;1;0;650;2499;92;37
195;0;4;6;3;12;1;0;1400;8000;750;102
160;0;3;3;2;0;1;0;0;4200;342;64
470;1;4;6;3;0;1;0;0;7200;1134;109
60;1;3;2;1;5;1;0;366;1200;0;16
300;0;4;4;3;0;1;0;0;12900;584;194
330;1;5;6;2;11;1;0;800;8950;250;114
109;1;1;2;2;3;1;1;496;4300;87;63
240;0;4;5;4;15;1;1;3700;12000;1000;153
150;0;3;2;5;0;1;0;0;2300;260;35
200;1;3;2;1;2;1;0;1750;4500;375;58
140;0;4;3;1;2;1;0;475;2300;167;31
106;1;2;2;2;1;0;1;1170;10600;334;135
92;1;2;2;1;2;1;1;645;2100;2610;31
35;1;1;1;1;7;1;0;380;2200;100;28
